1       24      1201
1	25	1213
1	26	1226
1	27	1238
1	28	1251
1	29	1303
1	30	1316
1	31	1328
2	1	1341
2	2	1353
2	3	1406
2	4	1418
2	5	1431
2	6	1443
2	7	1456
2	8	1508
2	9	1521
2	10	1533
2	11	1546
2	12	1558
2	13	1611
2	14	1623
2	15	1636
2	16	1649
2	17	1701
2	18	1714
2	19	1726
2	20	1739
2	21	1751
2	22	1804
2	23	1816
2	24	1829
2	25	1841
2	26	1854
2	27	1906
2	28	1919
2	29	1931
3	1	1944
3	2	1956
3	3	2009
3	4	2021
3	5	2034
3	6	2046
3	7	2059
3	8	2111
3	9	2124
3	10	2136
3	11	2149
3	12	2202
3	13	2214
3	14	2227
3	15	2239
3	16	2252
3	17	2304
3	18	2317
3	19	2329
3	20	2342
3	21	2354
3	23	0019
3	24	0032
3	25	0044
3	26	0057
3	27	0109
3	28	0122
3	29	0134
3	30	0147
3	31	0159
4	1	0212
4	2	0224
4	3	0237
4	4	0250
4	5	0302
4	6	0315
4	7	0327
4	8	0340
4	9	0352
4	10	0405
4	11	0417
4	12	0430
4	13	0442
4	14	0455
4	15	0507
4	16	0520
4	17	0532
4	18	0545
4	19	0557
4	20	0610
4	21	0622
4	22	0635
4	23	0647
4	24	0700
4	25	0712
4	26	0725
4	27	0738
4	28	0750
4	29	0803
4	30	0815
5	1	0828
5	2	0840
5	3	0853
5	4	0905
5	5	0918
5	6	0930
5	7	0943
5	8	0955
5	9	1008
5	10	1020
5	11	1033
5	12	1045
5	13	1058
5	14	1110
5	15	1123
5	16	1135
5	17	1148
8	10	1200
8	11	1200
8	12	1200
8	13	1200
8	14	1200
8	15	1200
8	16	1200
8	17	1200
8	18	1200
8	19	1200
8	20	1200
8	21	1200
8	22	1200
8	23	1200
8	24	1200
8	25	1200
8	26	1200
8	27	1200
8	28	1200
8	29	1200
8	30	1200
8	31	1200
9	1	1200
9	2	1200
9	3	1200
9	4	1200
9	5	1200
9	6	1200
9	7	1200
9	8	1200
9	9	1200
9	10	1200
9	11	1200
9	12	1200
9	13	1200
9	14	1200
9	15	1200
9	16	1200
9	17	1200
9	18	1200
9	19	1200
9	20	1200
9	21	1200
9	22	1200
9	23	1200
9	24	1200
9	25	1200
9	26	1200
9	27	1200
9	28	1200
9	29	1200
9	30	1200
10	1	1200
10	2	1200
10	3	1200
10	4	1200
10	5	1200
10	6	1200
10	7	1200
10	8	1200
10	9	1200
10	10	1200
10	11	1200
10	12	1200
10	13	1200
10	14	1200
10	15	1200
10	16	1200
10	17	1200
10	18	1200
10	19	1200
10	20	1200
10	21	1200
10	22	1200
10	23	1200
10	24	1200
10	25	1200
10	26	1200
10	27	1200
10	28	1200
10	29	1200
10	30	1200
10	31	1200
11	1	1200
11	2	1200
11	3	1200
11	4	1200
11	5	1200
11	6	1200
11	7	1200
11	8	1200
11	9	1200
11	10	1200
11	11	1200
11	12	1200
11	13	1200
11	14	1200
11	15	1200
11	16	1200
